date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
12-2014,14.0623706358958,4,3.5,8.375629627094451,8.612503371220562,2.0,0,0,3,10,7.955074273262696,1490,2008,2008,98199,47.6427,-122.397,1290,5500
04-2015,13.771558670435091,4,2.25,7.958576903813898,9.354007721788596,1.0,0,0,4,8,7.265429723253953,1430,1966,1966,98005,47.588,-122.168,2190,11396
03-2015,12.292250341771226,3,1.5,7.038783541388542,8.491875383431948,1.0,0,0,5,6,7.038783541388542,0,1970,1970,98042,47.3684,-122.08,980,5070
08-2014,12.230765258120545,3,1.5,7.02108396428914,9.031931152002144,1.0,0,0,3,7,7.02108396428914,0,1968,1968,98042,47.3632,-122.11,1260,9000
06-2014,12.765688433465597,3,3.25,7.286191714702382,7.3727463664043285,2.0,0,0,3,8,7.029972911706386,330,2006,2006,98126,47.5481,-122.374,1560,1701
07-2014,12.4529327234617,4,2.5,7.6255950721324535,8.663369301573839,2.0,0,0,3,7,7.6255950721324535,0,2002,2002,98198,47.3527,-122.315,2030,6615
07-2014,12.524526376648708,3,1.0,7.1308988302963465,8.942983665985647,1.0,0,0,3,7,6.907755278982137,250,1952,1952,98125,47.7289,-122.291,1310,7350
04-2015,12.826649133255284,4,2.5,7.832014180505469,9.169934957341145,2.0,0,0,3,9,7.832014180505469,0,1990,1990,98031,47.3893,-122.216,2540,9793
03-2015,13.442833982355687,3,3.25,7.855544677915663,9.192685436737461,1.5,0,1,4,9,7.473069088032197,820,1978,1978,98027,47.5314,-122.054,2140,10270
06-2014,12.043553716032399,2,1.0,7.090076835776092,10.118276299467585,2.0,0,0,2,7,7.090076835776092,0,1976,1976,98053,47.6337,-121.961,2150,24792
06-2014,13.180632285528304,5,2.25,7.668561108015897,8.9758830607617,1.0,0,0,3,7,6.975413927455952,1070,1962,1962,98007,47.6071,-122.137,1680,8700
06-2014,13.715690222682063,4,3.25,8.143226750367445,8.94389780251682,2.0,0,0,3,11,8.143226750367445,0,2006,2006,98029,47.5429,-121.995,3580,6478
08-2014,12.80765263256463,4,2.5,7.495541943884256,8.531096096585228,1.0,0,0,5,7,6.984716320118266,720,1979,1979,98118,47.5303,-122.28,1870,5365
04-2015,12.65075846679162,4,2.5,7.489970898834801,9.267098705794792,1.0,0,0,4,7,7.162397497355718,500,1981,1981,98031,47.4061,-122.188,1730,9120
08-2014,12.89921982609012,2,1.75,7.1308988302963465,8.946374826141717,1.0,0,0,3,7,7.1308988302963465,0,1922,1968,98126,47.5242,-122.371,1250,7680
09-2014,12.538070601756466,2,2.0,6.684611727667927,8.65956043270316,1.0,0,0,4,6,6.684611727667927,0,1936,1936,98133,47.7024,-122.346,1160,3844
04-2015,13.142166004700508,3,2.0,7.251344983372214,9.392245175273795,1.0,0,0,4,8,7.251344983372214,0,1965,1965,98006,47.5718,-122.127,2690,12650
04-2015,13.17628321939376,2,2.25,7.1929342212158,6.692083742506628,3.0,0,0,3,8,7.1929342212158,0,2009,2009,98117,47.6904,-122.395,1320,1389
04-2015,13.514405465180353,4,2.75,7.969011781106478,8.294049640102028,1.5,0,0,4,9,7.691656822810547,700,1931,1931,98109,47.6419,-122.351,2280,4000
08-2014,13.146079904021645,4,2.5,7.843848638152472,9.753187781764911,2.0,0,0,3,9,7.843848638152472,0,1996,1996,98059,47.4836,-122.136,2840,12560
11-2014,12.799399490807907,5,2.5,7.965545573129992,9.013838751608395,2.0,0,0,3,8,7.965545573129992,0,2001,2001,98030,47.3747,-122.185,1960,7200
02-2015,12.323855681186558,3,1.0,6.492239835020471,8.794824928014517,1.0,0,0,4,5,6.492239835020471,0,1940,1940,98168,47.4842,-122.33,1320,6600
06-2014,13.105217218569358,3,2.25,7.293017679772782,8.371473537066832,2.0,0,0,3,7,7.293017679772782,0,1985,1985,98029,47.5672,-122.018,1610,4322
02-2015,12.971424201839042,4,1.75,7.438383530044307,9.233079858945672,1.0,0,0,3,8,7.1853870155804165,380,1959,1959,98133,47.7453,-122.351,2000,8006
11-2014,12.834681304952548,3,1.0,6.946975992135418,9.190137664658664,1.0,0,0,4,7,6.946975992135418,0,1955,1955,98006,47.5765,-122.155,1280,8880
08-2014,12.203068136509875,2,1.0,6.779921907472252,8.294049640102028,1.0,0,0,4,6,6.779921907472252,0,1916,1916,98106,47.5331,-122.352,1430,4000
01-2015,12.807378622424539,4,2.5,7.820037989458753,9.142703723260372,2.0,0,2,3,9,7.820037989458753,0,1996,1996,98042,47.3831,-122.147,2650,9454
09-2014,12.691426603322494,3,1.5,7.098375638590786,8.930626469173578,1.0,0,0,3,7,7.098375638590786,0,1941,1941,98126,47.5255,-122.374,980,7560
03-2015,13.054084536651034,5,2.0,7.640123172695364,8.294049640102028,1.0,0,0,4,6,6.946975992135418,1040,1909,1909,98144,47.5858,-122.308,1940,6000
08-2014,12.84792653170257,3,1.0,7.22983877815125,8.594154232552366,1.0,0,0,4,7,7.22983877815125,0,1954,1954,98125,47.7134,-122.288,1190,6075
11-2014,12.429216196844383,3,2.25,7.3901814282264295,9.291920358968605,1.0,0,0,3,7,7.3901814282264295,0,1966,1966,98055,47.4437,-122.194,1910,10568
05-2014,13.458835614025542,4,1.0,7.426549072397305,8.299285906897275,1.5,0,0,3,7,7.426549072397305,0,1921,1921,98103,47.6663,-122.332,1710,4021
11-2014,12.240425761901836,3,1.0,7.1929342212158,9.171599543659752,1.0,0,0,5,6,7.1929342212158,0,1976,1976,98092,47.3174,-122.127,1300,10360
04-2015,13.415032991367148,3,1.75,7.455876687491824,8.131530710604252,1.0,0,0,5,7,6.877296071497429,760,1928,1928,98107,47.6662,-122.364,1640,5000
05-2014,12.66032791780777,2,1.0,6.672032945461067,8.84922702143852,1.0,0,0,3,6,6.672032945461067,0,1955,1984,98052,47.6978,-122.164,1380,12196
04-2015,12.675920012567607,3,2.5,7.7142311448490855,8.922658299524402,2.0,0,0,3,8,7.7142311448490855,0,1985,1985,98092,47.265,-122.22,2190,7506
07-2014,12.945626198904275,3,1.5,7.313220387090301,9.02063159674821,1.0,0,0,4,7,7.313220387090301,0,1958,1958,98177,47.7741,-122.38,1630,8270
08-2014,12.230765258120545,3,2.0,7.495541943884256,9.343033913701648,1.0,0,0,3,8,7.495541943884256,0,1989,1989,98092,47.2623,-122.217,2220,11406
10-2014,12.721885810807203,4,2.5,7.590852123688581,8.464846711044029,2.0,0,0,3,7,7.590852123688581,0,2004,2004,98038,47.3495,-122.04,1980,4878
10-2014,12.891691559669328,3,1.75,7.200424892944957,8.536995818712418,1.0,0,0,3,7,7.200424892944957,0,1953,1953,98103,47.694,-122.348,1550,5100
04-2015,12.821258284620408,2,1.0,6.620073206530356,7.61085279039525,1.0,0,0,3,7,6.620073206530356,0,1908,1995,98122,47.6175,-122.301,1630,2383
09-2014,12.706847933442663,4,2.25,7.489970898834801,9.20230820027892,1.0,0,0,4,7,7.064759027791802,620,1969,1969,98059,47.5126,-122.149,1990,9648
10-2014,14.394928973195876,4,3.5,8.610683534503575,9.568014816247999,1.0,0,4,3,12,7.975908360165538,2580,1996,1996,98006,47.5511,-122.114,4290,13822
08-2014,12.896716695872,3,2.0,7.570443252057374,9.698920386794853,1.0,0,0,3,7,7.038783541388542,800,1978,1978,98155,47.774,-122.283,1940,11250
06-2014,12.89921982609012,4,1.75,7.8898337513942955,12.152070422147489,2.0,0,4,3,8,7.8898337513942955,0,1972,1972,98092,47.2585,-122.061,2190,218610
07-2014,12.428816116823043,3,2.0,7.106606137727303,8.764678074116606,1.0,0,0,3,7,7.106606137727303,0,1994,1994,98038,47.3523,-122.059,1570,7000
05-2014,13.482831119581757,3,1.5,7.177782416195197,8.263590432617319,1.0,0,0,3,7,6.993932975223189,220,1956,1956,98117,47.6821,-122.392,1570,3880
08-2014,12.672946381766982,4,2.5,7.5652752818989315,9.028338763993148,2.0,0,0,3,8,7.5652752818989315,0,1995,1995,98031,47.4016,-122.166,2280,7959
04-2015,13.36138027787483,4,3.0,7.649692623711514,8.242756345714477,2.0,0,0,3,8,7.649692623711514,0,1972,1972,98115,47.6807,-122.291,1320,3800
09-2014,12.779873068457553,3,1.0,7.07326971745971,8.932344569113823,1.0,0,0,4,7,7.07326971745971,0,1977,1977,98155,47.7372,-122.294,1320,7573
04-2015,14.28551418721001,5,3.25,8.371010681238156,10.399402563566365,2.0,0,0,3,12,8.371010681238156,0,1990,1990,98006,47.5461,-122.122,4410,33210
07-2014,13.279367126213993,4,1.75,8.0519780789023,9.435002769259663,1.0,0,0,3,7,7.749322464660356,820,1951,1983,98033,47.6941,-122.173,2240,7308
12-2014,12.676076274775909,3,2.0,7.749322464660356,8.961879012677683,1.0,0,0,4,7,7.05617528410041,1160,1960,1960,98168,47.5141,-122.316,1380,7800
05-2014,12.629688690847741,3,1.75,7.6544432264701125,9.230142999272362,2.0,0,0,4,7,7.6544432264701125,0,1966,1966,98059,47.4744,-122.154,1800,10200
06-2014,12.388394202324129,4,2.0,7.489970898834801,9.594922269167922,1.0,0,1,4,7,7.4205789054108005,120,1960,1960,98198,47.3965,-122.321,2440,10664
06-2014,12.205822614274965,5,2.5,7.461640392208575,9.07680897935166,1.0,0,0,4,7,7.461640392208575,0,1959,1959,98198,47.3904,-122.299,1740,8750
08-2014,14.297936707208567,4,3.25,8.24800570160062,9.001346243766392,2.0,0,0,3,10,8.24800570160062,0,2005,2005,98004,47.5837,-122.194,2440,9195
02-2015,13.554145793829866,3,3.5,7.6255950721324535,9.987093136390925,2.0,1,4,4,9,7.4673710669175595,300,1930,1930,98166,47.4536,-122.376,2300,12200
07-2014,12.449018824140563,4,2.25,7.426549072397305,8.064321960910803,2.0,0,0,3,8,7.426549072397305,0,2002,2002,98092,47.3258,-122.186,1678,3590
09-2014,12.57418196709457,4,2.25,7.5652752818989315,9.09661160664784,1.0,0,0,4,8,7.5652752818989315,0,1974,1974,98058,47.4501,-122.128,1930,8400
07-2014,13.111302430044903,4,3.0,8.23217423638394,9.082961442646353,2.0,0,0,3,8,7.8119734296220225,1290,2002,2002,98056,47.5161,-122.191,1960,7225
06-2014,13.522480879185897,3,2.25,7.7706452341291765,9.171495588152615,1.0,0,0,4,8,7.408530566894626,720,1973,1973,98052,47.6366,-122.099,1960,9712
10-2014,12.86099861326992,4,3.0,7.659171367666058,9.472704636443673,2.0,0,0,4,8,7.659171367666058,0,1978,1978,98059,47.4745,-122.141,2180,11440
11-2014,13.441689455190572,4,2.5,7.7706452341291765,9.26036786557583,2.0,0,0,4,8,7.7706452341291765,0,1987,1987,98052,47.6915,-122.099,2110,9540
05-2014,13.676593258777604,4,2.5,7.762170607138205,8.055157731819678,1.5,0,0,4,8,7.432483807917119,660,1910,1910,98103,47.6605,-122.335,1750,3150
10-2014,12.644327576461329,3,1.0,7.07326971745971,9.044757931186505,1.5,0,0,3,7,7.07326971745971,0,1956,1956,98155,47.7416,-122.327,1180,7200
03-2015,13.122363377404328,3,2.5,7.727535110475448,8.640118538253535,2.0,0,0,3,8,7.727535110475448,0,1999,1999,98133,47.7733,-122.351,1770,7840
08-2014,12.449018824140563,3,2.25,7.512071245835466,8.958025443361693,1.0,0,0,4,7,7.24422751560335,430,1977,1977,98042,47.3925,-122.161,1960,7272
02-2015,14.204168547756057,3,2.75,8.271292652979412,8.865029186687766,1.0,0,0,5,9,7.585788821732034,1940,1949,1949,98112,47.6324,-122.289,3480,7370
09-2014,11.947949375319936,3,1.0,6.7912214627261855,9.155356063643422,1.0,0,0,3,6,6.7912214627261855,0,1957,1957,98148,47.4388,-122.328,1590,9147
05-2014,12.959844447906553,3,2.25,7.506591780070841,8.994420665751292,1.0,0,0,3,7,7.138866999945524,560,1974,1974,98034,47.7241,-122.168,1850,7384
07-2014,13.458835614025542,4,2.5,7.799753318287247,8.921457578947884,2.0,0,0,4,10,7.799753318287247,0,1988,1988,98029,47.561,-122.019,2490,8580
11-2014,12.92513120787462,2,1.0,7.01211529430638,8.279697133877628,1.0,0,0,5,6,6.606650186198215,370,1916,1916,98109,47.6436,-122.352,1590,4311
07-2014,12.976180867226248,3,2.0,7.533693709848633,8.865029186687766,1.0,0,0,4,7,7.098375638590786,660,1969,1969,98034,47.7244,-122.179,1620,8000
04-2015,13.180632285528304,3,1.5,7.122866658599083,8.313852267398207,1.5,0,0,3,8,7.122866658599083,0,1914,1914,98144,47.5745,-122.291,1420,4080
05-2014,13.049792684569493,3,2.0,7.352441100243583,9.064157861798101,1.0,0,0,5,7,7.352441100243583,0,1967,1967,98034,47.7294,-122.186,1970,8625
09-2014,13.119735928682044,3,2.5,7.554858521040676,8.630521876723241,2.0,0,0,3,8,7.554858521040676,0,1989,1989,98029,47.5752,-122.009,1800,4928
04-2015,13.259513215551562,3,1.0,7.696212639346407,9.973479924356162,1.0,0,0,4,9,7.3777589082278725,600,1952,1952,98166,47.4527,-122.372,1880,11250
10-2014,12.765402678355779,4,2.75,7.835974581721566,9.508517181520606,2.0,0,0,4,8,7.835974581721566,0,1994,1994,98023,47.289,-122.344,2490,13140
06-2014,12.301382825334498,3,1.0,7.029972911706386,9.435002769259663,1.0,0,0,3,7,7.029972911706386,0,1958,1958,98056,47.4965,-122.176,1460,12507
07-2014,12.468436909997665,2,1.0,6.709304340258298,8.820404065485645,1.0,0,0,4,6,6.709304340258298,0,1918,1918,98106,47.52,-122.354,1000,4440
09-2014,12.577636201962656,2,1.0,6.866933284461882,8.294049640102028,1.0,0,0,3,6,6.866933284461882,0,1918,1918,98118,47.5554,-122.267,1210,4000
04-2015,13.329377546788654,4,1.5,7.590852123688581,8.083328608786376,1.5,0,0,4,8,7.484368643286131,200,1930,1930,98144,47.584,-122.294,2250,4000
10-2014,13.500799813124575,4,3.5,8.122668023346407,8.637284671674058,2.0,0,0,3,10,7.718685495198466,1120,2001,2001,98034,47.7196,-122.223,3080,7200
01-2015,14.48333993053993,4,3.25,8.911934336161426,12.030939192308189,2.0,0,3,3,12,8.911934336161426,0,2002,2002,98045,47.4548,-121.764,5610,169549
05-2014,12.714395139078047,3,2.25,7.495541943884256,9.259130536145614,2.0,0,0,3,7,7.495541943884256,0,1995,1995,98038,47.3879,-122.032,1870,8555
12-2014,13.38472764187182,5,3.5,8.29154650988391,9.222268942841456,2.0,0,0,3,9,7.944492163932159,1170,1990,1990,98011,47.741,-122.208,2750,9622
08-2014,14.151982794585487,4,2.5,8.311398278436641,8.961879012677683,3.0,0,0,4,8,8.128585200374497,680,2002,2002,98115,47.6838,-122.327,2020,6760
05-2015,13.049792684569493,4,1.75,7.402451520818244,8.881002624255569,1.5,0,0,4,7,7.299797366758161,160,1915,1915,98011,47.7649,-122.205,1440,9405
07-2014,13.444446876573442,4,3.25,8.224163512637862,9.377548290960089,2.0,0,0,3,10,7.807916628926408,1270,1990,1990,98029,47.5775,-122.019,3680,10667
07-2014,12.577291314909747,3,1.75,7.106606137727303,8.854236693405742,1.0,0,0,5,7,7.106606137727303,0,1966,1966,98058,47.4492,-122.157,1640,7210
12-2014,14.297936707208567,3,3.5,8.157657015196472,8.294049640102028,2.0,0,0,3,9,7.851661177889265,920,2009,2009,98112,47.6385,-122.281,1880,4000
04-2015,12.736553826954605,3,2.5,7.455876687491824,8.363109176033522,2.0,0,0,3,7,7.455876687491824,0,1999,1999,98148,47.432,-122.329,1780,4343
04-2015,12.815835499756071,4,2.75,8.140315540159985,8.987196820661973,1.5,0,0,4,8,8.140315540159985,0,1972,1972,98023,47.3183,-122.382,2090,8000
02-2015,12.84792653170257,4,2.5,7.749322464660356,9.218209330354878,2.0,0,0,3,7,7.749322464660356,0,1994,1994,98038,47.3828,-122.026,2010,7438
06-2014,12.994530005894443,3,1.75,7.615791072035833,9.746833742490752,1.0,0,0,4,7,7.615791072035833,0,1953,1953,98166,47.451,-122.365,1950,14400
05-2014,13.790192749979985,5,4.0,8.48673398393153,10.503696737436805,2.0,0,0,3,10,8.48673398393153,0,1977,1977,98005,47.6426,-122.158,3850,35325
08-2014,12.642713371106789,3,1.5,7.200424892944957,9.514879561494386,1.0,0,0,3,7,7.200424892944957,0,1968,1968,98028,47.741,-122.234,1540,15000
07-2014,12.765688433465597,3,1.0,7.029972911706386,9.012011377036412,1.0,0,0,5,6,7.029972911706386,0,1948,1948,98155,47.7359,-122.306,1180,8203
03-2015,12.2783933071098,2,2.0,7.07326971745971,7.83241092718792,2.0,0,0,3,6,7.07326971745971,0,2005,2005,98038,47.3487,-122.021,1310,3003
08-2014,12.445089546000673,2,1.0,6.813444599510896,8.699514748210191,1.0,0,0,3,6,6.813444599510896,0,1943,1943,98118,47.5253,-122.266,1460,5800
04-2015,13.248114582709889,3,1.75,7.396335293800808,8.360539381370861,1.5,0,3,3,7,7.396335293800808,0,1908,1908,98115,47.6851,-122.322,1800,4275
05-2014,12.904207367601158,2,1.0,6.565264970035361,7.067319848653476,2.0,0,0,4,7,6.565264970035361,0,1943,1943,98102,47.6412,-122.329,1370,1173
11-2014,12.80765263256463,4,1.0,7.326465613840322,11.291655158037699,1.0,0,0,2,5,7.326465613840322,0,1948,1948,98045,47.4742,-121.769,1740,84506
05-2014,13.345506928718539,4,2.5,7.944492163932159,9.036938912556787,2.0,0,0,3,9,7.944492163932159,0,2014,2014,98155,47.7538,-122.325,1300,8408
04-2015,12.976180867226248,4,1.75,7.585788821732034,8.548691858475609,1.5,0,0,3,7,7.585788821732034,0,1942,1942,98126,47.534,-122.373,1230,4920
08-2014,12.723377235393874,5,3.0,7.7142311448490855,9.856919916719793,1.0,0,0,4,8,7.438383530044307,540,1968,1968,98058,47.4416,-122.149,2280,20000
08-2014,13.418757390458131,2,1.75,7.528331766707247,8.68946441235669,1.0,0,2,5,8,6.927557906278317,840,1956,1956,98116,47.5751,-122.407,2130,5940
07-2014,12.724866438945341,4,1.0,7.484368643286131,8.368693183097793,1.5,0,0,5,6,7.484368643286131,0,1919,1919,98118,47.5486,-122.278,1460,4310
11-2014,12.592694665836857,4,2.5,7.488852955733459,9.228474942171665,2.0,0,0,4,7,7.488852955733459,0,1990,1990,98002,47.2883,-122.218,1700,6600
04-2015,13.202836761554206,3,2.5,7.539027055823995,8.024207485778577,2.0,0,0,3,8,7.539027055823995,0,1988,1988,98007,47.6091,-122.147,1840,3815
12-2014,13.132313708257497,3,1.75,7.7406644019172415,9.341368634382587,1.0,0,0,4,8,7.326465613840322,780,1977,1977,98052,47.6884,-122.128,2300,10140
06-2014,12.449018824140563,3,2.5,7.383989457978509,8.728426091704613,2.0,0,0,3,7,7.383989457978509,0,1994,1994,98030,47.3657,-122.173,1680,7414
01-2015,12.983101310070822,6,2.5,7.727535110475448,9.390158798552019,1.0,0,0,3,7,7.293017679772782,800,1964,1964,98011,47.7722,-122.204,2270,10640
05-2014,13.36295384232226,2,1.75,7.114769448366463,8.1886891244442,1.5,0,0,5,7,7.114769448366463,0,1925,1925,98119,47.6423,-122.361,1210,4500
09-2014,13.39239051461739,4,3.5,8.13739583005665,10.40746981382011,2.0,0,0,3,9,8.13739583005665,0,2004,2004,98010,47.3554,-121.986,3420,36590
03-2015,12.544329003944888,3,1.5,7.4205789054108005,8.851949671253948,1.0,0,0,3,7,7.222566018822171,300,1953,1953,98148,47.4283,-122.323,1090,7753
04-2015,13.16158409055761,2,1.0,7.02108396428914,8.722742874329398,1.0,0,0,3,7,6.802394763324311,220,1946,1946,98117,47.6924,-122.372,1500,7529
06-2014,12.777052192115912,4,2.5,7.855544677915663,8.60813018640834,2.0,0,0,3,8,7.855544677915663,0,2005,2005,98031,47.4042,-122.205,2900,5476
08-2014,13.604789526648622,5,2.75,8.255048902752295,9.778717665580178,1.0,0,2,5,9,7.740229524763182,1548,1975,1975,98003,47.3379,-122.322,2690,15344
05-2014,12.89921982609012,4,2.5,8.196987927258897,10.66625407497613,1.5,0,0,3,9,7.7406644019172415,1330,1979,1979,98092,47.2617,-122.19,2830,80148
01-2015,13.687563543633653,4,2.75,8.183118079394745,9.392661928770137,1.0,0,0,3,10,7.517520850603031,1740,1979,1979,98074,47.6319,-122.05,2910,12428
03-2015,14.068601185646436,5,4.0,8.306472160100585,9.337677620437377,2.0,0,0,4,10,7.930206206684683,1270,1980,1980,98040,47.56,-122.225,3120,13555
04-2015,13.712923969189173,3,3.5,8.083328608786376,10.065691432410983,2.0,0,0,3,10,7.6638772587034705,1110,1992,1992,98010,47.3388,-122.033,3180,23273
05-2015,13.710150042306449,3,1.75,7.3395376954076745,9.035986984831405,1.5,0,0,3,7,7.3395376954076745,0,1902,1902,98122,47.6187,-122.295,1330,4800
07-2014,12.946818804889398,4,2.5,7.843848638152472,8.881836305004146,2.0,0,2,3,7,7.843848638152472,0,2003,2003,98056,47.4793,-122.18,2560,5715
11-2014,13.437174117244362,4,2.0,7.757906208351747,8.699514748210191,1.0,0,0,5,8,7.146772179452637,1070,1953,1953,98199,47.6495,-122.401,1600,6000
11-2014,12.971424201839042,4,2.5,7.749322464660356,8.41715183723601,2.0,0,0,3,8,7.749322464660356,0,2004,2004,98059,47.4798,-122.136,2330,4524
04-2015,13.049685151906344,4,2.5,7.402451520818244,8.699514748210191,2.0,0,0,3,7,7.402451520818244,0,2011,2011,98106,47.559,-122.365,1640,4800
10-2014,12.387977448827787,2,1.0,6.813444599510896,9.104979856318357,1.0,0,0,4,6,6.813444599510896,0,1983,1983,98045,47.4463,-121.771,1410,9440
02-2015,12.914724012626085,4,3.25,7.843848638152472,9.35218709620442,2.0,0,0,3,8,7.843848638152472,0,1990,1990,98019,47.7324,-121.963,2370,14001
10-2014,13.010313873595706,4,2.5,7.886081401775745,8.990566138131577,2.0,0,0,3,8,7.886081401775745,0,1997,1997,98045,47.4831,-121.781,2480,8095
06-2014,13.053656179394538,3,2.5,7.299797366758161,9.564512185696797,2.0,0,0,3,7,7.299797366758161,0,1996,1996,98033,47.6595,-122.186,1660,14250
09-2014,13.420985389894444,4,2.5,7.940939762327791,9.355306142226368,1.0,0,0,5,7,7.461640392208575,1070,1962,1962,98008,47.5846,-122.12,1970,11560
11-2014,13.17115354157376,1,1.0,6.721425700790643,8.070906088787819,1.0,0,0,3,7,6.721425700790643,0,1924,1924,98103,47.6557,-122.348,1350,2512
05-2015,13.422393893036974,3,2.75,8.163371316459912,11.433308499988742,2.0,0,0,3,10,8.163371316459912,0,1990,1990,98038,47.3735,-122.018,2970,37070
04-2015,12.834414602724003,3,2.5,7.8160138391590275,8.507142855562735,2.0,0,0,3,7,7.8160138391590275,0,2004,2004,98058,47.4389,-122.116,2230,5298
10-2014,14.18287219523813,4,3.0,8.221478947267192,8.517193191416238,2.5,0,0,5,9,7.908387159290043,1000,1905,1905,98102,47.6282,-122.322,2610,5000
12-2014,13.234798806734117,3,2.25,7.673223121121708,9.132378830506472,2.0,0,0,3,8,7.673223121121708,0,1984,1984,98052,47.7179,-122.113,2240,9266
05-2014,13.166380262821104,3,2.5,7.7706452341291765,8.971448463693834,2.0,0,0,3,9,7.7706452341291765,0,2003,2003,98065,47.5427,-121.863,2660,7752
04-2015,13.937728190688523,5,2.5,8.368693183097793,10.240245462634501,2.0,0,0,3,10,8.368693183097793,0,1988,1988,98053,47.6662,-122.056,3170,28559
06-2014,13.11935886838403,5,2.75,8.003028666384733,8.911934336161426,2.0,0,0,3,8,8.003028666384733,0,1996,1996,98059,47.4944,-122.162,2290,7678
08-2014,13.255144488638146,4,1.0,7.2078598714324755,8.294049640102028,1.5,0,0,3,8,7.2078598714324755,0,1930,1930,98117,47.6885,-122.386,1520,4000
05-2014,13.204864598916073,2,2.0,7.7706452341291765,12.291332489480997,1.5,0,0,3,7,7.3777589082278725,770,1992,1992,98027,47.5007,-122.088,2370,157687
03-2015,12.513263184369997,3,2.0,7.251344983372214,9.234837843576571,1.0,0,0,3,7,7.251344983372214,0,1985,1985,98001,47.3315,-122.265,2090,9414
12-2014,11.56123932524878,2,1.0,7.064759027791802,9.018453210312527,1.0,0,0,2,6,7.064759027791802,0,1949,1949,98146,47.497,-122.346,1820,8922
09-2014,13.092934566713517,4,2.5,7.495541943884256,8.411832675758411,2.0,0,0,3,8,7.495541943884256,0,1999,1999,98075,47.5998,-122.014,1800,4500
05-2014,14.006130917572923,4,2.75,8.202482446576537,8.851090687664982,2.0,0,2,4,9,7.835974581721566,1120,1951,2003,98115,47.6756,-122.275,3140,7894
01-2015,12.469397986477215,3,1.75,7.306531398939505,9.030854790001436,1.0,0,0,4,7,7.306531398939505,0,1993,1993,98038,47.3473,-122.037,1490,7376
04-2015,13.683017483243956,4,2.5,8.191463051326927,9.494917629474484,2.0,0,0,3,10,8.191463051326927,0,1996,1996,98075,47.5868,-121.974,3000,10776
06-2014,13.028052697933088,4,1.75,7.6255950721324535,11.456619628759134,1.0,0,0,4,7,7.1308988302963465,800,1959,1959,98058,47.4492,-122.084,2270,47480
05-2014,12.641096555879882,3,1.0,6.9957661563048505,8.922658299524402,1.5,0,0,3,6,6.9957661563048505,0,1918,1918,98106,47.5321,-122.354,930,4000
07-2014,12.341477282536376,4,2.25,7.605890001053122,8.947415950650129,1.0,0,0,3,8,7.064759027791802,840,1979,1979,98023,47.3086,-122.396,1990,7688
04-2015,12.429216196844383,3,2.0,7.426549072397305,8.974618038455112,2.0,0,0,4,7,7.426549072397305,0,1953,1953,98003,47.3255,-122.305,1250,15600
05-2014,13.304684934198283,4,2.0,7.828038032125829,10.549045098003141,1.0,0,0,3,9,7.828038032125829,0,1960,1960,98034,47.7219,-122.258,3180,11760
05-2014,13.190022025878143,4,2.5,7.731930721948486,11.09492208016396,2.0,0,0,3,8,7.731930721948486,0,2004,2004,98077,47.7237,-122.076,2300,97574
11-2014,13.255144488638146,3,2.5,7.828038032125829,8.55371796609861,2.0,0,0,3,7,7.828038032125829,0,2001,2001,98053,47.6895,-122.041,2530,5186
05-2014,13.845069360205818,5,2.75,8.06777619577889,9.736251633160215,1.0,0,3,3,9,7.432483807917119,1500,1976,1976,98006,47.5641,-122.16,3100,13100
06-2014,13.304684934198283,4,3.25,8.453187861440325,9.611127890533236,2.0,0,2,3,10,8.210668031162976,1010,1995,1995,98155,47.7718,-122.283,2910,13320
04-2015,13.059423577630454,3,2.25,7.52294091807237,9.392661928770137,1.0,0,0,4,7,7.170119543449628,550,1977,1977,98072,47.7408,-122.101,1580,12616
04-2015,13.955272500339433,4,3.0,8.333270353255308,9.485696794737327,2.0,0,0,3,11,8.019612794400267,1120,2001,2001,98059,47.5182,-122.149,3780,13148
08-2014,13.573438996764546,4,1.5,7.705262474866325,8.294049640102028,1.5,0,0,3,8,7.585788821732034,250,1925,1925,98105,47.6564,-122.325,1984,4000
04-2015,13.679404424967283,3,2.5,7.962067308753666,9.524786081697178,2.0,0,0,3,10,7.962067308753666,0,1991,1991,98052,47.6944,-122.102,2840,8472
08-2014,13.710150042306449,4,2.75,8.281470857895167,9.23151460720759,1.0,0,3,3,10,7.6255950721324535,1900,1955,1955,98117,47.6969,-122.384,3130,8608
07-2014,12.765688433465597,2,1.75,7.461640392208575,8.797850648931053,1.5,0,0,3,8,7.461640392208575,0,2002,2002,98065,47.526,-121.828,1560,5400
04-2015,14.761360092079974,5,3.0,8.472195825485501,9.92524904431764,1.0,0,0,4,10,8.205218426395412,1120,1975,1975,98039,47.6242,-122.239,4660,20440
07-2014,13.753635154246187,4,2.5,8.058327306580958,10.59563423276249,1.0,0,0,3,10,8.058327306580958,0,1980,1980,98005,47.6418,-122.157,3900,36444
07-2014,12.128111104060462,5,1.75,7.595889917718538,10.23315094722801,1.0,0,0,3,7,7.595889917718538,0,1955,1955,98023,47.3325,-122.35,2240,20000
